DATE,JPNCPIALLMINMEI,JPNPROINDMISMEI,INTDSRJPM193N
2016-02-01,99.567319928735,99.491709024248,0.3
2016-03-01,99.6691270043268,99.8916756936922,0.3
2016-04-01,99.8727411555103,99.1917340221648,0.3
2016-05-01,99.9745482311021,98.6917756853596,0.3
2016-06-01,99.8727411555103,99.1917340221648,0.3
2016-07-01,99.6691270043268,99.6916923589701,0.3
2016-08-01,99.6691270043268,100.59161736522,0.3
2016-09-01,99.7709340799186,100.991584034664,0.3
2016-10-01,100.381776533469,101.091575702025,0.3
2016-11-01,100.381776533469,102.091492375635,0.3
2016-12-01,100.178162382286,101.491542371469,0.3
2017-01-01,99.9745482311021,100.691609032581,0.3
2017-02-01,99.8727411555103,101.391550704108,0.3
2017-03-01,99.8727411555103,101.491542371469,0.3
2017-04-01,100.279969457877,103.791350720773,0.3
2017-05-01,100.381776533469,102.191484042996,.
2017-06-01,100.279969457877,102.991417381885,.
2017-07-01,100.076355306694,102.49145904508,.
2017-08-01,100.279969457877,103.791350720773,.
2017-09-01,100.585390684653,102.591450712441,.
2017-10-01,100.585390684653,103.191400716607,.
2017-11-01,100.890811911428,103.991334055495,.
2017-12-01,101.196233138203,105.491209065911,.
2018-01-01,101.298040213795,101.291559036747,.
2018-02-01,101.298040213795,103.791350720773,.
2018-03-01,100.99261898702,104.891259061745,.
2018-04-01,100.890811911428,104.291309057578,.
2018-05-01,101.094426062611,104.591284059662,.
2018-06-01,100.99261898702,103.591367386051,.
2018-07-01,100.99261898702,103.791350720773,.
2018-08-01,101.60346144057,103.591367386051,.
2018-09-01,101.705268516162,103.291392383968,.
2018-10-01,102.010689742937,105.291225731189,.
2018-11-01,101.807075591754,104.091325722856,.
2018-12-01,101.501654364978,104.39130072494,.
2019-01-01,101.501654364978,102.391467377719,.
2019-02-01,101.501654364978,102.891425714524,.
2019-03-01,101.501654364978,102.49145904508,.
2019-04-01,101.807075591754,102.691442379802,.
2019-05-01,101.807075591754,103.891342388134,.
2019-06-01,101.60346144057,101.391550704108,.
2019-07-01,101.60346144057,101.791517373552,.
2019-08-01,101.807075591754,100.491625697859,.
2019-09-01,101.908882667345,102.49145904508,.
2019-10-01,102.214303894121,98.2918090159153,.
2019-11-01,102.316110969712,97.691859011749,.
2019-12-01,102.316110969712,97.7918506791101,.
2020-01-01,102.316110969712,98.0918256811932,.
2020-02-01,102.112496818529,98.3918006832764,.
2020-03-01,102.112496818529,96.2919756686943,.
2020-04-01,102.010689742937,87.0927422714774,.
2020-05-01,101.908882667345,78.2934755437047,.
2020-06-01,101.705268516162,82.0931589034247,.
2020-07-01,101.807075591754,87.3927172735605,.
2020-08-01,101.908882667345,89.8925089575869,.
2020-09-01,101.705268516162,91.992333972169,.
2020-10-01,101.60346144057,93.6921923173069,.
2020-11-01,101.298040213795,93.99216731939,.
2020-12-01,101.094426062611,94.0921589867511,.
2021-01-01,101.60346144057,96.1919840013332,.
2021-02-01,101.60346144057,96.0919923339722,.
2021-03-01,101.705268516162,97.2918923423048,.
2021-04-01,100.890811911428,98.4917923506374,.
2021-05-01,101.196233138203,92.5922839763353,.
2021-06-01,101.298040213795,98.6917756853596,.
2021-07-01,101.501654364978,98.1918173485543,.
2021-08-01,101.501654364978,95.792017331889,.
2021-09-01,101.908882667345,90.092492292309,.
2021-10-01,101.705268516162,92.1923173068911,.
2021-11-01,101.908882667345,97.0919090075827,.
2021-12-01,101.908882667345,96.9919173402216,.
2022-01-01,102.112496818529,94.8920923256395,.
2022-02-01,102.519725120896,97.0919090075827,.
2022-03-01,102.926953423263,96.6919423381385,.
2022-04-01,103.33418172563,95.3920506624448,.
2022-05-01,.,88.6926089492542,.
2022-06-01,.,96.4919590034164,.
2022-07-01,.,97.1919006749438,.
2022-08-01,.,99.6916923589701,.
2022-09-01,.,98.3918006832764,.
2022-10-01,.,95.2920589950837,.
2022-11-01,.,95.5920339971669,.
